state,district,biometric_updates,demographic_updates,new_enrolments,total_updates,assi,district_type,stress_type,bio_ratio,demo_ratio,temporal_status,assi_trend,assi_acceleration,future_mbu_demand,mbu_risk_score,age_18_greater,anomaly_score,security_status,Recommended_Action,Priority,Preparedness_Index,District_Playbook
Kerala,Palakkad,159847.0,49996.0,6724.0,209843.0,31.208060678167758,Maintenance-heavy Zone,Biometric-dominant Stress,0.761745686060531,0.23825431393946903,Early-warning District,2.9508410913520406,4.434857969703934,5174,161.47050594883996,169,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,49.8,Deploy Iris Scanners (Biometric Failure)
Kerala,Pathanamthitta,59370.0,21035.0,1951.0,80405.0,41.21219887237314,Maintenance-heavy Zone,Biometric-dominant Stress,0.7383869162365525,0.26161308376344755,Early-warning District,4.924625921850105,4.248381154693459,1398,57.61465402357766,73,1,Normal,Maintain Routine Operations,High,48.9,Deploy Iris Scanners (Biometric Failure)
Kerala,Thiruvananthapuram,148817.0,64938.0,6663.0,213755.0,32.08089449197058,Maintenance-heavy Zone,Biometric-dominant Stress,0.6962035975766648,0.3037964024233351,Declining / Stable,-70.16826479808223,117.85039440106812,4836,155.14320576316973,433,1,Normal,Maintain Routine Operations,High,49.5,Deploy Iris Scanners (Biometric Failure)
Kerala,Thrissur,145512.0,58820.0,7071.0,204332.0,28.897185688021498,Maintenance-heavy Zone,Biometric-dominant Stress,0.7121351525947966,0.2878648474052033,Declining / Stable,-102.23566869300912,214.20225891943227,4914,142.00077047093762,485,-1,Sentinel Alert: Audit Required,IMMEDIATE DISTRICT AUDIT (Suspicious Adult Enrolment),CRITICAL,22.7,URGENT: IMMEDIATE SECURITY AUDIT & KIT DEPLOYMENT
Kerala,Wayanad,36853.0,18065.0,1516.0,54918.0,36.22559366754617,Maintenance-heavy Zone,Biometric-dominant Stress,0.6710550274955388,0.3289449725044612,Emerging Hotspot,6.937667381401394,16.851957707625917,1265,45.82537598944591,18,1,Normal,Deploy 5+ Iris Scanners,High,52.0,Deploy Iris Scanners (Biometric Failure)
Ladakh,Kargil,2942.0,2489.0,492.0,5431.0,11.038617886178862,Maintenance-heavy Zone,Mixed Stress,0.5417050266985822,0.4582949733014178,Early-warning District,0.9465946131411904,2.2577914971440043,365,4.029095528455285,7,1,Normal,Maintain Routine Operations,Normal,88.4,Maintain Routine Operations
Ladakh,Leh,2821.0,3246.0,125.0,6067.0,48.536,Maintenance-heavy Zone,Mixed Stress,0.46497445195318937,0.5350255480468106,Emerging Hotspot,11.716666666666667,20.50065717103831,101,4.9021360000000005,11,1,Normal,Maintain Routine Operations,High,52.2,Maintain Routine Operations
Lakshadweep,Lakshadweep,4820.0,1176.0,203.0,5996.0,29.536945812807883,Maintenance-heavy Zone,Biometric-dominant Stress,0.8038692461641094,0.1961307538358906,Emerging Hotspot,7.227150537634408,11.754660398380025,192,5.671093596059113,1,1,Normal,Deploy 5+ Iris Scanners,High,63.2,Deploy Iris Scanners (Biometric Failure)
Madhya Pradesh,Agar Malwa,16813.0,9884.0,2537.0,26697.0,10.52305873078439,Maintenance-heavy Zone,Mixed Stress,0.6297711353335581,0.37022886466644195,Early-warning District,1.070905464297396,2.9128483078470198,2087,21.961623571147022,29,1,Normal,Maintain Routine Operations,Normal,83.7,Maintain Routine Operations
Madhya Pradesh,Alirajpur,62133.0,21594.0,7010.0,83727.0,11.943937232524965,Maintenance-heavy Zone,Biometric-dominant Stress,0.7420903651151958,0.2579096348848042,Declining / Stable,-3.4719299569261155,33.44063135574304,3251,38.82973994293866,369,1,Normal,Maintain Routine Operations,Normal,80.0,Deploy Iris Scanners (Biometric Failure)
Madhya Pradesh,Anuppur,71350.0,26195.0,3226.0,97545.0,30.237135771853687,Maintenance-heavy Zone,Biometric-dominant Stress,0.7314572761289662,0.2685427238710339,Emerging Hotspot,0.07252685793712506,7.284780175758901,2864,86.59915685058895,13,1,Normal,Deploy 5+ Iris Scanners,High,54.7,Deploy Iris Scanners (Biometric Failure)
Madhya Pradesh,Ashok Nagar,74376.0,45017.0,5178.0,119393.0,23.05774430281962,Maintenance-heavy Zone,Mixed Stress,0.6229510942852596,0.37704890571474037,Declining / Stable,-3.896608053492456,43.18043631522506,3726,85.91315527230591,167,1,Normal,Maintain Routine Operations,High,63.1,Maintain Routine Operations
Madhya Pradesh,Ashoknagar,0.0,0.0,3011.0,0.0,0.0,Growth Zone,,,,Declining / Stable,0.0,,1594,0.0,94,1,Normal,Flag as Resource Donor (Relocate Surplus Kits),Normal,90.9,Maintain Routine Operations
Madhya Pradesh,Balaghat,126762.0,79292.0,6805.0,206054.0,30.27979426891991,Maintenance-heavy Zone,Mixed Stress,0.6151882516233609,0.3848117483766391,Declining / Stable,-10.131858526089296,32.0161889960085,6237,188.8550768552535,28,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,49.3,PRE-EMPTIVE: Book School Premises for MBU Camps
Madhya Pradesh,Barwani,143427.0,82759.0,21823.0,226186.0,10.364569490904092,Maintenance-heavy Zone,Mixed Stress,0.6341108645097397,0.36588913549026025,Declining / Stable,-5.015712831353559,13.174043652116316,12801,132.6768540530633,667,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),Normal,73.9,PRE-EMPTIVE: Book School Premises for MBU Camps
Madhya Pradesh,Betul,155822.0,48246.0,8166.0,204068.0,24.989958363948077,Maintenance-heavy Zone,Biometric-dominant Stress,0.7635788070643119,0.2364211929356881,Declining / Stable,-19.354089661924505,36.73837025041724,6829,170.6564256674014,130,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,55.7,Deploy Iris Scanners (Biometric Failure)
Madhya Pradesh,Bhind,83365.0,58016.0,13967.0,141381.0,10.122503042886805,Maintenance-heavy Zone,Mixed Stress,0.5896478310381169,0.41035216896188315,Declining / Stable,-24.10347565278758,71.13162861560025,8483,85.86919331280878,639,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),Normal,75.3,PRE-EMPTIVE: Book School Premises for MBU Camps
Madhya Pradesh,Bhopal,186438.0,90864.0,12862.0,277302.0,21.55978852433525,Maintenance-heavy Zone,Biometric-dominant Stress,0.6723283640218967,0.3276716359781033,Declining / Stable,-11.047905480510757,21.989341526331856,11256,242.67697962991755,154,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,59.1,Deploy Iris Scanners (Biometric Failure)
Madhya Pradesh,Burhanpur,74141.0,16543.0,9689.0,90684.0,9.3594798224791,Maintenance-heavy Zone,Biometric-dominant Stress,0.8175753164836135,0.18242468351638658,Early-warning District,0.6025403158769743,2.967985864154673,6542,61.229716998658276,388,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),Normal,76.9,Deploy Iris Scanners (Biometric Failure)
Madhya Pradesh,Chhatarpur,158531.0,79858.0,17836.0,238389.0,13.365608880915003,Maintenance-heavy Zone,Biometric-dominant Stress,0.6650097110185453,0.33499028898145466,Declining / Stable,-2.996104976021822,14.595850572376072,11504,153.75796456604618,367,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),Normal,71.4,Deploy Iris Scanners (Biometric Failure)
Madhya Pradesh,Chhindwara,140191.0,89422.0,8981.0,229613.0,25.56652933971718,Maintenance-heavy Zone,Mixed Stress,0.6105534094323928,0.3894465905676072,Emerging Hotspot,3.2157200131261683,5.4051671450814345,8308,212.40672575437034,48,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,53.7,PRE-EMPTIVE: Book School Premises for MBU Camps
Madhya Pradesh,Damoh,134483.0,55454.0,6066.0,189937.0,31.311737553577316,Maintenance-heavy Zone,Biometric-dominant Stress,0.7080400343271717,0.29195996567282834,Early-warning District,2.7478826376285537,4.433441951339307,5081,159.09493850972635,47,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,49.8,Deploy Iris Scanners (Biometric Failure)
Madhya Pradesh,Datia,47034.0,36445.0,5843.0,83479.0,14.287010097552628,Maintenance-heavy Zone,Mixed Stress,0.5634231363576468,0.43657686364235315,Declining / Stable,-1.6261390024785567,7.659158497516914,3995,57.07660533972275,43,1,Normal,Maintain Routine Operations,Normal,76.2,Maintain Routine Operations
Madhya Pradesh,Dewas,119901.0,47249.0,10442.0,167150.0,16.007469833365256,Maintenance-heavy Zone,Biometric-dominant Stress,0.7173257553096022,0.28267424469039787,Declining / Stable,-3.486317465796661,15.232176497297806,8393,134.3506943114346,91,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,69.3,Deploy Iris Scanners (Biometric Failure)
Madhya Pradesh,Dhar,146391.0,87455.0,12712.0,233846.0,18.395689112649464,Maintenance-heavy Zone,Mixed Stress,0.6260145565885241,0.37398544341147594,Declining / Stable,-4.5520937737583695,20.477577512577735,8734,160.66794870988042,425,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,65.2,PRE-EMPTIVE: Book School Premises for MBU Camps
Madhya Pradesh,Dindori,61476.0,47417.0,2659.0,108893.0,40.95261376457315,Maintenance-heavy Zone,Mixed Stress,0.5645541954028266,0.43544580459717336,Early-warning District,1.6866892380264007,2.1048762652473676,2409,98.65484655885672,1,1,Normal,Maintain Routine Operations,High,47.2,Maintain Routine Operations
Madhya Pradesh,East Nimar,40363.0,9607.0,3859.0,49970.0,12.948950505312258,Maintenance-heavy Zone,Biometric-dominant Stress,0.8077446467880729,0.19225535321192716,Declining / Stable,-1.1853491520409545,7.0884250949713135,2338,30.27464628142006,21,1,Normal,Maintain Routine Operations,Normal,81.1,Deploy Iris Scanners (Biometric Failure)
Madhya Pradesh,Guna,132886.0,52953.0,9811.0,185839.0,18.941901946794413,Maintenance-heavy Zone,Biometric-dominant Stress,0.7150598098353952,0.28494019016460487,Declining / Stable,-3.2997750875498126,14.41360423925409,7496,141.98849699317094,66,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,64.9,Deploy Iris Scanners (Biometric Failure)
Madhya Pradesh,Gwalior,127120.0,81719.0,18542.0,208839.0,11.26302448495308,Maintenance-heavy Zone,Mixed Stress,0.6086985668385694,0.39130143316143057,Declining / Stable,-10.226130593424601,36.387536992567156,12110,136.39522651278182,830,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),Normal,73.3,PRE-EMPTIVE: Book School Premises for MBU Camps
Madhya Pradesh,Harda,37769.0,10167.0,2134.0,47936.0,22.462980318650423,Maintenance-heavy Zone,Biometric-dominant Stress,0.7879047062750334,0.21209529372496663,Early-warning District,1.518506369252638,1.125943761576704,1733,38.92834489222118,18,1,Normal,Maintain Routine Operations,High,67.7,Deploy Iris Scanners (Biometric Failure)
Madhya Pradesh,Harda *,10172.0,2094.0,610.0,12266.0,20.108196721311476,Maintenance-heavy Zone,Biometric-dominant Stress,0.8292842002282733,0.1707157997717267,Early-warning District,3.5618414188836724,4.3295802189086,503,10.114422950819673,0,1,Normal,Maintain Routine Operations,Normal,75.5,Deploy Iris Scanners (Biometric Failure)
Madhya Pradesh,Hoshangabad,97056.0,12403.0,5982.0,109459.0,18.29806084921431,Maintenance-heavy Zone,Biometric-dominant Stress,0.8866881663453896,0.11331183365461041,Declining / Stable,-9.459052165610624,23.69644619403664,5158,94.3813978602474,12,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,68.4,Deploy Iris Scanners (Biometric Failure)
Madhya Pradesh,Indore,221624.0,186687.0,22303.0,408311.0,18.30744742859705,Maintenance-heavy Zone,Mixed Stress,0.5427823399320616,0.4572176600679384,Declining / Stable,-3.1142314810630145,33.62810143662007,16685,305.4597603461418,609,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,63.6,PRE-EMPTIVE: Book School Premises for MBU Camps
Madhya Pradesh,Jabalpur,158664.0,92051.0,12467.0,250715.0,20.11029116868533,Maintenance-heavy Zone,Mixed Stress,0.6328460602676346,0.36715393973236543,Declining / Stable,-24.420314617692295,37.27009288384082,10653,214.2349318200048,101,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,61.5,PRE-EMPTIVE: Book School Premises for MBU Camps
Madhya Pradesh,Jhabua,88726.0,41462.0,13488.0,130188.0,9.652135231316725,Maintenance-heavy Zone,Biometric-dominant Stress,0.6815221064921498,0.31847789350785016,Declining / Stable,-0.6739888283150807,4.649690696981904,6586,63.568962633451946,332,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),Normal,76.7,Deploy Iris Scanners (Biometric Failure)
Madhya Pradesh,Katni,98452.0,56942.0,10941.0,155394.0,14.202906498491911,Maintenance-heavy Zone,Mixed Stress,0.6335637154587693,0.3664362845412307,Declining / Stable,-30.093772067243712,68.29597902186501,8413,119.48905237181245,118,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),Normal,71.6,PRE-EMPTIVE: Book School Premises for MBU Camps
Madhya Pradesh,Khandwa,59018.0,17730.0,4521.0,76748.0,16.975890289758905,Maintenance-heavy Zone,Biometric-dominant Stress,0.768984208057539,0.23101579194246105,Declining / Stable,-1.2382200555791079,63.682513818976695,3207,54.441680159256805,82,1,Normal,Maintain Routine Operations,Normal,74.2,Deploy Iris Scanners (Biometric Failure)
Madhya Pradesh,Khargone,169201.0,40980.0,15039.0,210181.0,13.975729769266573,Maintenance-heavy Zone,Biometric-dominant Stress,0.8050251925721165,0.1949748074278836,Declining / Stable,-2.3888737763579937,19.950859501728214,9870,137.9404528226611,506,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),Normal,71.2,Deploy Iris Scanners (Biometric Failure)
Madhya Pradesh,Maihar,1521.0,4017.0,418.0,5538.0,13.248803827751196,Maintenance-heavy Zone,Demographic-dominant Stress,0.2746478873239437,0.7253521126760564,Early-warning District,2.96944224160719,3.672189162840454,378,5.008047846889952,20,1,Normal,Maintain Routine Operations,Normal,86.2,Setup Document Update Camp (Panchayat Level)
Madhya Pradesh,Mandla,62247.0,56981.0,4911.0,119228.0,24.27774384035838,Maintenance-heavy Zone,Mixed Stress,0.5220837387190929,0.4779162612809072,Early-warning District,1.3845027071306353,3.0954674479577573,4645,112.77012013846468,5,1,Normal,Maintain Routine Operations,High,59.3,Maintain Routine Operations
Madhya Pradesh,Mandsaur,92460.0,54055.0,8276.0,146515.0,17.703600773320446,Maintenance-heavy Zone,Mixed Stress,0.6310616660410197,0.3689383339589803,Emerging Hotspot,1.3281476927905629,5.254089963942648,7444,131.7856041565974,24,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,67.7,PRE-EMPTIVE: Book School Premises for MBU Camps
Madhya Pradesh,Mauganj,1061.0,4086.0,438.0,5147.0,11.751141552511415,Maintenance-heavy Zone,Demographic-dominant Stress,0.20613949873712842,0.7938605012628716,Early-warning District,2.870409777923283,4.602983069995863,379,4.453682648401826,1,1,Normal,Maintain Routine Operations,Normal,87.7,Setup Document Update Camp (Panchayat Level)
Madhya Pradesh,Morena,145559.0,110417.0,22381.0,255976.0,11.43720119744426,Maintenance-heavy Zone,Mixed Stress,0.5686431540456918,0.43135684595430823,Declining / Stable,-1.0591778269749457,8.37492918404038,14064,160.85279764085607,670,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),Normal,72.7,PRE-EMPTIVE: Book School Premises for MBU Camps
Madhya Pradesh,Narmadapuram,6850.0,5909.0,737.0,12759.0,17.312075983717776,Maintenance-heavy Zone,Mixed Stress,0.5368759307155733,0.4631240692844267,Early-warning District,3.5298223788789826,3.7148109911606046,608,10.525742198100408,29,1,Normal,Maintain Routine Operations,Normal,80.0,Maintain Routine Operations
Madhya Pradesh,Narsimhapur,10348.0,4286.0,1189.0,14634.0,12.307821698906645,Maintenance-heavy Zone,Biometric-dominant Stress,0.7071204045373787,0.29287959546262127,Early-warning District,2.5206851018550567,4.161809955691063,966,11.889355761143818,0,1,Normal,Maintain Routine Operations,Normal,84.8,Deploy Iris Scanners (Biometric Failure)
Madhya Pradesh,Narsinghpur,63117.0,26197.0,5174.0,89314.0,17.2620796289138,Maintenance-heavy Zone,Biometric-dominant Stress,0.7066865217099223,0.2933134782900777,Declining / Stable,-3.3809778351375988,13.017899593992578,3860,66.63162736760727,92,1,Normal,Maintain Routine Operations,Normal,72.5,Deploy Iris Scanners (Biometric Failure)
Madhya Pradesh,Neemuch,57011.0,36976.0,4964.0,93987.0,18.933722804190168,Maintenance-heavy Zone,Mixed Stress,0.6065838892612808,0.3934161107387192,Early-warning District,1.927892632329071,4.763313548386565,4183,79.19976248992747,17,1,Normal,Maintain Routine Operations,High,68.9,Maintain Routine Operations
Madhya Pradesh,Niwari,2295.0,1739.0,142.0,4034.0,28.408450704225352,Maintenance-heavy Zone,Mixed Stress,0.5689142290530491,0.43108577094695094,Emerging Hotspot,3.5,8.91186683635858,117,3.323788732394366,9,1,Normal,Maintain Routine Operations,High,65.5,Maintain Routine Operations
Madhya Pradesh,Pandhurna,377.0,821.0,98.0,1198.0,12.224489795918368,Maintenance-heavy Zone,Demographic-dominant Stress,0.31469115191986646,0.6853088480801336,Declining / Stable,-0.6775000000000002,10.906082115328593,66,0.8068163265306123,28,1,Normal,Maintain Routine Operations,Normal,89.3,Setup Document Update Camp (Panchayat Level)
Madhya Pradesh,Panna,98039.0,42825.0,9339.0,140864.0,15.083413641717529,Maintenance-heavy Zone,Biometric-dominant Stress,0.695983359836438,0.304016640163562,Declining / Stable,-16.343016066235787,20.719800096127784,6807,102.67279665917121,128,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),Normal,71.5,Deploy Iris Scanners (Biometric Failure)
Madhya Pradesh,Raisen,116648.0,42813.0,7567.0,159461.0,21.07321263380468,Maintenance-heavy Zone,Biometric-dominant Stress,0.7315142887602611,0.26848571123973886,Declining / Stable,-7.934925982322769,19.502122911180958,6215,130.97001651909608,122,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,62.2,Deploy Iris Scanners (Biometric Failure)
Madhya Pradesh,Rajgarh,165229.0,42280.0,8171.0,207509.0,25.395789988985435,Maintenance-heavy Zone,Biometric-dominant Stress,0.7962498012134414,0.20375019878655865,Early-warning District,0.2710437770161113,2.940413569483815,6542,166.1392581079427,35,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,55.3,Deploy Iris Scanners (Biometric Failure)
Madhya Pradesh,Ratlam,134947.0,79423.0,7982.0,214370.0,26.85667752442997,Maintenance-heavy Zone,Mixed Stress,0.6295050613425386,0.3704949386574614,Emerging Hotspot,8.384531667616256,14.30289619722681,6427,172.60786644951142,77,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,53.0,PRE-EMPTIVE: Book School Premises for MBU Camps
Madhya Pradesh,Rewa,194959.0,83134.0,10838.0,278093.0,25.659069939103155,Maintenance-heavy Zone,Biometric-dominant Stress,0.7010568406971769,0.29894315930282317,Early-warning District,2.365267543185874,4.024622979906567,9346,239.80966765085807,29,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,53.0,Deploy Iris Scanners (Biometric Failure)
Madhya Pradesh,Sagar,192725.0,87877.0,13841.0,280602.0,20.27324615273463,Maintenance-heavy Zone,Biometric-dominant Stress,0.6868268936073157,0.3131731063926843,Declining / Stable,-21.848920432995513,69.01537677849106,11572,234.60200447944513,387,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,60.8,Deploy Iris Scanners (Biometric Failure)
Madhya Pradesh,Satna,172713.0,87053.0,13276.0,259766.0,19.566586321181077,Maintenance-heavy Zone,Biometric-dominant Stress,0.6648791604751969,0.3351208395248031,Declining / Stable,-10.473948458101777,24.125369116933385,11198,219.1066336245857,132,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,62.6,Deploy Iris Scanners (Biometric Failure)
Madhya Pradesh,Sehore,118002.0,27869.0,6518.0,145871.0,22.379717704817427,Maintenance-heavy Zone,Biometric-dominant Stress,0.8089476318116692,0.1910523681883308,Declining / Stable,-0.8908627305973695,3.870764878083668,5155,115.36744476833384,55,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,61.5,Deploy Iris Scanners (Biometric Failure)
Madhya Pradesh,Seoni,85752.0,74283.0,6081.0,160035.0,26.31721756290084,Maintenance-heavy Zone,Mixed Stress,0.5358327865779361,0.4641672134220639,Early-warning District,1.8454610255948773,1.72865012524659,5558,146.27109521460287,10,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,54.7,PRE-EMPTIVE: Book School Premises for MBU Camps
Madhya Pradesh,Shahdol,94572.0,54777.0,5297.0,149349.0,28.195016046818953,Maintenance-heavy Zone,Mixed Stress,0.6332282104332805,0.3667717895667196,Early-warning District,1.33224826323464,1.8733236380761387,4410,124.34002076647158,59,1,Normal,Maintain Routine Operations,High,54.3,Maintain Routine Operations
Madhya Pradesh,Shajapur,126641.0,31225.0,7025.0,157866.0,22.47202846975089,Maintenance-heavy Zone,Biometric-dominant Stress,0.8022056680982605,0.19779433190173945,Early-warning District,1.0929632909496239,2.837966763370122,5937,133.41643302491104,18,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,60.2,Deploy Iris Scanners (Biometric Failure)
Madhya Pradesh,Sheopur,56268.0,38806.0,7230.0,95074.0,13.149930843706777,Maintenance-heavy Zone,Mixed Stress,0.591833729515956,0.408166270484044,Declining / Stable,-1.7636521464646464,6.457979896216402,3765,49.50948962655602,139,1,Normal,Maintain Routine Operations,Normal,78.0,Maintain Routine Operations
Madhya Pradesh,Shivpuri,166572.0,68930.0,12741.0,235502.0,18.483792480966958,Maintenance-heavy Zone,Biometric-dominant Stress,0.7073060950650101,0.2926939049349899,Declining / Stable,-0.9696342866765838,18.84421430936453,7127,131.73398901185152,747,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,66.0,Deploy Iris Scanners (Biometric Failure)
Madhya Pradesh,Sidhi,121207.0,54093.0,6292.0,175300.0,27.860775588048316,Maintenance-heavy Zone,Biometric-dominant Stress,0.6914261266400457,0.30857387335995434,Early-warning District,0.9723079113161871,4.095660529514915,5606,156.18750794659886,15,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,53.0,Deploy Iris Scanners (Biometric Failure)
Madhya Pradesh,Singrauli,108430.0,56704.0,6550.0,165134.0,25.211297709923663,Maintenance-heavy Zone,Biometric-dominant Stress,0.656618261533058,0.343381738466942,Early-warning District,0.7820498570444775,1.792861468688855,5669,142.92284671755726,22,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,56.4,Deploy Iris Scanners (Biometric Failure)
Madhya Pradesh,Tikamgarh,160616.0,51168.0,7242.0,211784.0,29.24385528859431,Maintenance-heavy Zone,Biometric-dominant Stress,0.7583953462017905,0.2416046537982095,Early-warning District,1.8947475838095489,2.995362770971947,5674,165.92963490748411,29,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,51.2,Deploy Iris Scanners (Biometric Failure)
Madhya Pradesh,Ujjain,149951.0,76708.0,14308.0,226659.0,15.841417388873358,Maintenance-heavy Zone,Biometric-dominant Stress,0.6615709060747643,0.3384290939252357,Early-warning District,2.2051701688225527,3.1774858182912804,12450,197.2256464914733,95,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,68.1,Deploy Iris Scanners (Biometric Failure)
Madhya Pradesh,Umaria,39261.0,29625.0,5300.0,68886.0,12.997358490566038,Maintenance-heavy Zone,Mixed Stress,0.5699416427140493,0.4300583572859507,Early-warning District,1.1009915231451621,1.9501691015390927,4360,56.668483018867924,34,1,Normal,Maintain Routine Operations,Normal,77.0,Maintain Routine Operations
Madhya Pradesh,Vidisha,124890.0,49297.0,10374.0,174187.0,16.790726817042607,Maintenance-heavy Zone,Biometric-dominant Stress,0.7169880645513156,0.28301193544868447,Declining / Stable,-1.8972349903357622,31.384518862315797,7998,134.2922330827068,170,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,68.4,Deploy Iris Scanners (Biometric Failure)
Madhya Pradesh,West Nimar,9818.0,2059.0,760.0,11877.0,15.62763157894737,Maintenance-heavy Zone,Biometric-dominant Stress,0.8266397238359855,0.17336027616401448,Early-warning District,2.1635489510489507,2.519364176092639,618,9.657876315789474,6,1,Normal,Maintain Routine Operations,Normal,82.5,Deploy Iris Scanners (Biometric Failure)
Maharashtra,Ahilyanagar,17.0,2418.0,13.0,2435.0,187.30769230769232,Maintenance-heavy Zone,Demographic-dominant Stress,0.006981519507186858,0.9930184804928132,Declining / Stable,,,12,2.2476923076923074,0,-1,Sentinel Alert: Audit Required,IMMEDIATE DISTRICT AUDIT (Suspicious Adult Enrolment),CRITICAL,19.1,URGENT: IMMEDIATE SECURITY AUDIT & KIT DEPLOYMENT
Maharashtra,Ahmadnagar,363561.0,227667.0,11836.0,591228.0,49.951672862453535,Maintenance-heavy Zone,Mixed Stress,0.6149252065193124,0.3850747934806876,Declining / Stable,-71.36207054093568,146.65189465892738,9369,467.99722304832716,129,-1,Sentinel Alert: Audit Required,"IMMEDIATE DISTRICT AUDIT (Suspicious Adult Enrolment), Pre-position Biometric Kits (MBU Wave Incoming)",CRITICAL,5.8,URGENT: IMMEDIATE SECURITY AUDIT & KIT DEPLOYMENT
Maharashtra,Ahmed Nagar,5839.0,5595.0,340.0,11434.0,33.629411764705885,Maintenance-heavy Zone,Mixed Stress,0.5106699317824034,0.4893300682175966,Declining / Stable,-1.2530929657122674,40.89404137503737,277,9.31534705882353,0,1,Normal,Maintain Routine Operations,High,58.6,Maintain Routine Operations
Maharashtra,Ahmednagar,0.0,0.0,368.0,0.0,0.0,Growth Zone,,,,Declining / Stable,,,182,0.0,28,1,Normal,Flag as Resource Donor (Relocate Surplus Kits),Normal,96.0,Maintain Routine Operations
Maharashtra,Akola,185085.0,62082.0,4708.0,247167.0,52.49936278674596,Maintenance-heavy Zone,Biometric-dominant Stress,0.7488256927502458,0.2511743072497542,Declining / Stable,-0.12995688621755797,21.58219874328606,3966,208.2124728122345,49,1,Normal,Maintain Routine Operations,High,40.4,Deploy Iris Scanners (Biometric Failure)
Maharashtra,Amravati,338283.0,96191.0,6915.0,434474.0,62.83065798987708,Maintenance-heavy Zone,Biometric-dominant Stress,0.7786035528017787,0.2213964471982213,Declining / Stable,-14.097837500877995,36.80031388549519,5783,363.3496951554592,107,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),CRITICAL,36.0,Deploy Iris Scanners (Biometric Failure)
Maharashtra,Aurangabad,311373.0,155129.0,17393.0,466502.0,26.82124992813201,Maintenance-heavy Zone,Biometric-dominant Stress,0.6674633763628023,0.3325366236371977,Declining / Stable,-21.833143200822615,51.40826335974691,12374,331.88614661070545,145,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,50.5,Deploy Iris Scanners (Biometric Failure)
Maharashtra,Beed,255495.0,171151.0,10185.0,426646.0,41.889641629847816,Maintenance-heavy Zone,Mixed Stress,0.5988454128246837,0.4011545871753163,Declining / Stable,-2.552717613927291,21.83923183476318,7454,312.2453887088856,270,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),CRITICAL,39.3,PRE-EMPTIVE: Book School Premises for MBU Camps
Maharashtra,Bhandara,102204.0,37894.0,1903.0,140098.0,73.61954808197582,Maintenance-heavy Zone,Biometric-dominant Stress,0.7295179088923468,0.2704820911076532,Emerging Hotspot,2.819215210120973,39.49684805944279,1842,135.60720756699945,6,1,Normal,Deploy 5+ Iris Scanners,High,42.2,Deploy Iris Scanners (Biometric Failure)
Maharashtra,Bid,9892.0,11918.0,568.0,21810.0,38.397887323943664,Maintenance-heavy Zone,Mixed Stress,0.45355341586428244,0.5464465841357176,Emerging Hotspot,9.078574691640016,25.653621539088793,439,16.85667253521127,0,1,Normal,Maintain Routine Operations,High,53.8,Maintain Routine Operations
